stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
,,,,,,PGS-LABELING,,,,0,0,0,0,117.2,AG-22KT-YELLOW,0,36.06,0,99525.6,,
COMPANY STOCK,MCNBNGS02REG-99,MCNBNGS02REG-99-1,"22KT,YELLOW",SBNG8599,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,22.51,22.51,20.709,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,184.51,AG-22KT-YELLOW,0,22.51,0,62127.6,,
COMPANY STOCK,MCNBNGS04REG-35,MCNBNGS04REG-35-1,"22KT,YELLOW",SBNG7007,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,56.22,56.22,51.722,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,75.17,AG-22KT-YELLOW,0,56.22,0,155167.2,,
COMPANY STOCK,MCNBNGS04REG-131,MCNBNGS04REG-131-1,"22KT,YELLOW",SBNG9132,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,DHANRAJ BANGLES,,1,39.56,39.56,36.395,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,104.99,AG-22KT-YELLOW,0,39.56,0,109185.6,,
COMPANY STOCK,MCNBNGS02ROD-420,MCNBNGS02ROD-420-1,"22KT,YELLOW",SBNG11480,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,25.68,25.68,23.626,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,164.57,AG-22KT-YELLOW,0,25.68,0,70876.8,,
COMPANY STOCK,MCNBNGS04REG-559,MCNBNGS04REG-559-1,"22KT,YELLOW",SBNG19771,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Aarpee Bangles,,1,52.33,52.33,48.144,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,80.76,AG-22KT-YELLOW,0,52.33,0,172689,,
COMPANY STOCK,MCNBNGS04REG-275,MCNBNGS04REG-275-1,"22KT,YELLOW",SBNG7597,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,58.93,58.93,54.216,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,71.71,AG-22KT-YELLOW,0,58.93,0,162646.8,,
OWNER STOCK,MCNBNGS08REG-618,MCNBNGS08REG-618-1,"22KT,YELLOW",SBNG70131,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,75.079,75.079,69.073,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,55.32,AG-22KT-YELLOW,0,75.079,0,0,,
COMPANY STOCK,RJTBRCOVLREG-70,RJTBRCOVLREG-70-1,"22KT,YELLOW",SBRC81485,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,9.804,9.804,9.02,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,438.49,AG-22KT-YELLOW,0,9.804,0,30170.83,,
COMPANY STOCK,MCNCHNREGREG-765,MCNCHNREGREG-765-1,"22KT,YELLOW",SCHN67828,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,I.K.JEWELLERS,,1,20.12,20.12,18.51,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,206.42,AG-22KT-YELLOW,0,20.12,0,64283.4,,
COMPANY STOCK,RJTBRCOVLREG-77,RJTBRCOVLREG-77-1,"22KT,YELLOW",SBRC81455,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,8.536,8.536,7.853,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,503.63,AG-22KT-YELLOW,0,8.536,0,26260.83,,
COMPANY STOCK,RJTBRCOVLREG-78,RJTBRCOVLREG-78-1,"22KT,YELLOW",SBRC81480,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,9.188,9.188,8.453,0,,0,0,0,0,0,27
,,,,,,FG-VIJSHW,,,,0,0,0,0,467.89,AG-22KT-YELLOW,0,9.188,0,28266.7,,
COMPANY STOCK,MCNBNGS06REG-663,MCNBNGS04REG-663-1,"22KT,YELLOW",SBNG71345,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Aarpee Bangles,,1,25.38,25.38,23.35,0,,0,0,0,0,0,16
,,,,,,FG-BHSHW,,,,0,0,0,0,166.51,AG-22KT-YELLOW,0,25.38,0,25.38,,
COMPANY STOCK,CBTCHNREGREG-985,CBTCHNREGREG-985-1,"22KT,YELLOW",SCHN86767,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,MACALUCKSHMI JEWELLERS,,1,25.58,25.58,23.534,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,165.21,AG-22KT-YELLOW,0,25.58,0,78637.52,,
COMPANY STOCK,CBTCHNREGREG-906,CBTCHNREGREG-906-1,"22KT,YELLOW",SCHN80180,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,SANDEEP (D),,1,27.77,27.77,25.548,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,152.18,AG-22KT-YELLOW,0,27.77,0,51842.58,,
COMPANY STOCK,CRTBRCLSEREG-32,CRTBRCLSEREG-32_1-1,"22KT,YELLOW",SBRC86381,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,18.59,18.59,17.103,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,227.33,AG-22KT-YELLOW,0,18.59,0,50629.05,,
COMPANY STOCK,CSTBRCLSEREG-52,CSTBRCLSEREG-52-1,"22KT,YELLOW",SBRC91097,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,TANISH GOLD,,1,12.35,12.35,11.362,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,359.9,AG-22KT-YELLOW,0,12.35,0,35776.43,,
COMPANY STOCK,HOLBRCLSEREG-18,HOLBRCLSEREG-18-1,"22KT,YELLOW",SBRC83233,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Chains Corner Jewellery (I) PLtd,,1,16.18,16.18,14.886,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,261.19,AG-22KT-YELLOW,0,16.18,0,48675.43,,
COMPANY STOCK,CBTCHNREGREG-520,CBTCHNREGREG-520-1,"22KT,YELLOW",SCHN28015,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,MACALUCKSHMI JEWELLERS,,1,21.302,21.302,19.598,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,198.39,AG-22KT-YELLOW,0,21.302,0,67014.49,,
COMPANY STOCK,MCNCHNREGREG-820,MCNCHNREGREG-820-1,"22KT,YELLOW",SCHN90227,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,23.33,23.33,21.464,0,,0,0,0,0,0,16
,,,,,,FG-VIJSHW,,,,0,0,0,0,181.14,AG-22KT-YELLOW,0,23.33,0,66001.35,,
COMPANY STOCK,REGMALREGREG-93,REGMALREGREG-93-1,"14,YELLOW",SMAL9037,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,82.751,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,17.95,0,179.5,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,SAPMIXMIXMIXMIX,1,395.8,0.38,33643,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
COMPANY STOCK,REGMALREGREG-248,REGMALREGREG-248-1,"14,YELLOW",SMAL8348,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,41.601,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,17,0,170,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,191,1.31,13370,,
COMPANY STOCK,REGMALREGREG-187,REGMALREGREG-187-1,"14,YELLOW",SMAL7455,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,23.291,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,22.45,0,224.5,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,94,1.6,6580,,
COMPANY STOCK,REGMALREGREG-75,REGMALREGREG-75-1,"14,YELLOW",SMAL8735,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,43.221,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,23.1,0,231,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,193,0.78,13510,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
COMPANY STOCK,RJTCHNREGREG-128,RJTCHNREGREG-128-1,"22KT,YELLOW",SCHN81432,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,14.369,14.369,13.219,0,,0,0,0,0,0,16
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,299.18,AG-22KT-YELLOW,0,14.369,0,44205.94,,
COMPANY STOCK,SDKBRCROUREG-104,SDKBRCROUREG-104-1,"22KT,YELLOW",SBRC91803,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Anmol Jewellers,,1,29.52,29.52,27.158,0,,0,0,0,0,0,14
,,,,,,FG-HIMSHW,,,,0,0,0,0,140.69,AG-22KT-YELLOW,0,29.52,0,87504.5,,
COMPANY STOCK,MCNBNGS04REG-67,MCNBNGS04REG-67-1,"22KT,YELLOW",SBNG66164,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,M/s.SRI SAINATH JEWELLERS,,1,35.858,35.858,32.989,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,474.2,AG-22KT-YELLOW,0,8.912,0,24597.12,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,475.27,AG-22KT-YELLOW,0,8.892,0,24541.92,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,471.56,AG-22KT-YELLOW,0,8.962,0,24735.12,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,464.82,AG-22KT-YELLOW,0,9.092,0,25093.92,,
COMPANY STOCK,OPNERNREGFDI-1000,OPNERNREGFDI-1000-1,"18,YELLOW",SERN5294,PMJ&GEMS-B-C-BANJARA HILLS-HO,HNI STOCK,,BIMAL,,1,5.63,5.3,4.028,0,,0,0,0,0,0,15
,,,,,,HNI STOCK,,,,0,0,0,0,0,DIARNDVVSEFBELOW01CT,52,0.65,91538.46,29250,,
,,,,,,HNI STOCK,,,,0,0,0,0,653.03,AG-18-YELLOW,0,5.3,0,11925,,
,,,,,,HNI STOCK,,,,0,0,0,0,0,PRLMIXMIXMIXMIX,2,1,250,66,,
COMPANY STOCK,RJTCHNREGREG-191,RJTCHNREGREG-191-1,"22KT,YELLOW",SCHN92465,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,13.51,13.51,12.429,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,318.21,AG-22KT-YELLOW,0,13.51,0,6.76,,
COMPANY STOCK,CBTCHNREGREG-1015,CBTCHNREGREG-1015-1,"22KT,YELLOW",SCHN90345,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,16.27,16.27,14.968,0,,0,0,0,0,0,16
,,,,,,FG-HIMSHW,,,,0,0,0,0,259.75,AG-22KT-YELLOW,0,16.27,0,46173.99,,
COMPANY STOCK,SDKBRCROUREG-98,SDKBRCROUREG-98-1,"22KT,YELLOW",SBRC90276,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,DEEPA GOLD,,1,30.16,30.16,27.747,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,137.71,AG-22KT-YELLOW,0,30.16,0,30.16,,
OWNER STOCK,RJTCHNREGREG-109,RJTCHNREGREG-109-1,"22KT,YELLOW",SCHN37824,Nizambad Mobile Marketing,FINISHED GOODS-TLNMM,,RITIKA CHAINS,RITIKA CHAINS,1,10.685,10.685,9.83,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-TLNMM,,,,0,0,0,0,409.16,AG-22KT-YELLOW,0,10.685,0,0,,
COMPANY STOCK,MCNBNGS04REG-633,MCNBNGS04REG-633-1,"22KT,YELLOW",SBNG37549,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,DHANRAJ BANGLES,,1,41.65,41.65,38.318,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,99.72,AG-22KT-YELLOW,0,41.65,0,130526.94,,
COMPANY STOCK,MCNBNGS02REG-955,MCNBNGS02REG-955-1,"22KT,YELLOW",[MISC-CODE]BNG92950,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Aarpee Bangles,,1,41.27,41.27,37.968,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,408.76,AG-22KT-YELLOW,0,10.339,0,28534.92,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,409.95,AG-22KT-YELLOW,0,10.309,0,28452.18,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,409.56,AG-22KT-YELLOW,0,10.319,0,28479.75,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,410.15,AG-22KT-YELLOW,0,10.304,0,28438.38,,
COMPANY STOCK,MCNBNGS04REG-164,MCNBNGS04REG-164-1,"22KT,YELLOW",SBNG66199,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Aarpee Bangles,,1,60.61,60.61,55.761,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,274.14,AG-22KT-YELLOW,0,15.15,0,41814,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,276.51,AG-22KT-YELLOW,0,15.02,0,41455.2,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,274.14,AG-22KT-YELLOW,0,15.15,0,41814,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,271.63,AG-22KT-YELLOW,0,15.29,0,42200.4,,
COMPANY STOCK,CBTCHNREGREG-516,CBTCHNREGREG-516-1,"22KT,YELLOW",SCHN28032,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,MACALUCKSHMI JEWELLERS,,1,40.31,40.31,37.085,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,104.84,AG-22KT-YELLOW,0,40.31,0,126812.24,,
COMPANY STOCK,CBTCHNREGREG-1048,CBTCHNREGREG-1048-1,"22KT,YELLOW",SCHN94047,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,DIVIJA JEWELS,,1,7.91,7.91,7.277,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,534.27,AG-22KT-YELLOW,0,7.91,0,22960.81,,
COMPANY STOCK,MCNCHNREGREG-847,MCNCHNREGREG-847-1,"22KT,YELLOW",SCHN85409,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,3.14,3.14,2.889,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,1345.9,AG-22KT-YELLOW,0,3.14,0,7627.49,,
COMPANY STOCK,INTCHNREGREG-19,INTCHNREGREG-19-1,"22KT,YELLOW",SCHN86357,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,20.82,20.82,19.154,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,202.98,AG-22KT-YELLOW,0,20.82,0,56702.36,,
COMPANY STOCK,MCNCHNREGREG-826,MCNCHNREGREG-826-1,"22KT,YELLOW",SCHN90233,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,GUPTA GOLD,,1,3.24,3.24,2.981,0,,0,0,0,0,0,27
,,,,,,FG-BHSHW,,,,0,0,0,0,1304.36,AG-22KT-YELLOW,0,3.24,0,9166.07,,
COMPANY STOCK,MCNCHNREGREG-839,MCNCHNREGREG-839-1,"22KT,YELLOW",SCHN85312,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Kanan (K),,1,15.66,15.66,14.407,0,,0,0,0,0,0,27
,,,,,,FG-BHSHW,,,,0,0,0,0,265.21,AG-22KT-YELLOW,0,15.66,0,43868.08,,
COMPANY STOCK,CBTCHNREGREG-1060,CBTCHNREGREG-1060-1,"22KT,YELLOW",SCHN94043,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,DIVIJA JEWELS,,1,15.39,15.39,14.159,0,,0,0,0,0,0,27
,,,,,,FG-BHSHW,,,,0,0,0,0,274.6,AG-22KT-YELLOW,0,15.39,0,44673.44,,
COMPANY STOCK,CBTCHNREGREG-818,CBTCHNREGREG-818-1,"22KT,YELLOW",SCHN67487,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,I.K.JEWELLERS,,1,9.89,9.89,9.099,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,427.31,AG-22KT-YELLOW,0,9.89,0,31598.55,,
COMPANY STOCK,CBTCHNREGREG-919,CBTCHNREGREG-919-1,"22KT,YELLOW",SCHN81498,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,11.683,11.683,10.748,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,361.73,AG-22KT-YELLOW,0,11.683,0,24641.48,,
COMPANY STOCK,MCNCHNREGREG-764,MCNCHNREGREG-764-1,"22KT,YELLOW",SCHN67588,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,I.K.JEWELLERS,,1,8.05,8.05,7.406,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,515.93,AG-22KT-YELLOW,0,8.05,0,25719.75,,
COMPANY STOCK,MCNCHNREGREG-172,MCNCHNREGREG-172-1,"22KT,YELLOW",SCHN30159,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,7.73,7.73,7.112,0,,0,0,0,0,0,27
,,,,,,FG-VIJSHW,,,,0,0,0,0,509.01,AG-22KT-YELLOW,0,7.73,0,27301.55,,
COMPANY STOCK,CBTCHNREGREG-137,CBTCHNREGREG-137-1,"22KT,YELLOW",SCHN14038,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,I.K.JEWELLERS,,1,12.1,12.1,11.132,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,349.27,AG-22KT-YELLOW,0,12.1,0,33396,,
COMPANY STOCK,CBTCHNREGREG-992,CBTCHNREGREG-992-1,"22KT,YELLOW",SCHN86774,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,MACALUCKSHMI JEWELLERS,,1,19.51,19.51,17.949,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,216.61,AG-22KT-YELLOW,0,19.51,0,59964.85,,
COMPANY STOCK,MCNBNGS04REG-395,MCNBNGS04REG-395-1,"22KT,YELLOW",SBNG8639,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,32.31,32.31,29.725,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,128.54,AG-22KT-YELLOW,0,32.31,0,89175.6,,
OWNER STOCK,MCNBNGS04REG-825,MCNBNGS04REG-825-1,"22KT,YELLOW",SBNG68642,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Aarpee Bangles,Aarpee Bangles,1,22.67,22.67,20.856,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,186.42,AG-22KT-YELLOW,0,22.67,0,0,,
COMPANY STOCK,MCNBNGS02REG-578,MCNBNGS08REG-578-1,"22KT,YELLOW",SBNG42240,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,17.96,17.96,16.523,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,235.31,AG-22KT-YELLOW,0,17.96,0,2794.27,,
COMPANY STOCK,MCNBNGS04REG-188,MCNBNGS04REG-188-1,"22KT,YELLOW",SBNG9222,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,35.28,35.28,32.458,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,119.79,AG-22KT-YELLOW,0,35.28,0,97372.8,,
COMPANY STOCK,MCNBNGS04REG-121,MCNBNGS04REG-121-1,"22KT,YELLOW",SBNG8736,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,38.57,38.57,35.484,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,109.57,AG-22KT-YELLOW,0,38.57,0,106453.2,,
COMPANY STOCK,MCNBNGS04REG-219,MCNBNGS04REG-219-1,"22KT,YELLOW",SBNG9820,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,48,48,44.16,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,86.53,AG-22KT-YELLOW,0,48,0,132480,,
COMPANY STOCK,MCNBNGS04REG-164,MCNBNGS04REG-164-1,"22KT,YELLOW",SBNG9185,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,48.31,48.31,44.445,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,84.46,AG-22KT-YELLOW,0,48.31,0,133335.6,,
OWNER STOCK,MCNBNGS04REG-809,MCNBNGS04REG-809-1,"22KT,YELLOW",SBNG69057,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Aarpee Bangles,Aarpee Bangles,1,46.312,46.312,42.607,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,91.25,AG-22KT-YELLOW,0,46.312,0,0,,
COMPANY STOCK,MCNBNGS04REG-318,MCNBNGS02REG-318-1,"22KT,YELLOW",SBNG91188,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,27.49,27.49,25.291,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,151.08,AG-22KT-YELLOW,0,27.49,0,76913.54,,
COMPANY STOCK,MCNBNGS08REG-290,MCNBNGS08REG-290-1,"22KT,YELLOW",SBNG7764,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,74.5,74.5,68.54,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,56.73,AG-22KT-YELLOW,0,74.5,0,205620,,
COMPANY STOCK,FCYCHNREGREG-108,FCYCHNREGREG-108-1,"22KT,YELLOW",SCHN15186,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,ARHAM JEWELLERS,,1,9.15,9.15,8.418,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,469.83,AG-22KT-YELLOW,0,9.15,0,30195,,
COMPANY STOCK,MCNBNGS04REG-562,MCNBNGS04REG-562-1,"22KT,YELLOW",SBNG19769,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,Aarpee Bangles,,1,47.98,47.98,44.142,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,86.56,AG-22KT-YELLOW,0,47.98,0,158334,,
COMPANY STOCK,CBTCHNREGREG-452,CBTCHNREGREG-452-1,"22KT,YELLOW",SCHN71310,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,MACALUCKSHMI JEWELLERS,,1,30.685,30.685,28.23,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,137.73,AG-22KT-YELLOW,0,30.685,0,96532.71,,
COMPANY STOCK,RJTCHNREGREG-140,RJTCHNREGREG-140-1,"22KT,YELLOW",SCHN81447,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,19.927,19.927,18.333,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,215.74,AG-22KT-YELLOW,0,19.927,0,61305.02,,
OWNER STOCK,RJTCHNREGREG-97,RJTCHNREGREG-97-1,"22KT,YELLOW",SCHN36775,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,1,26.55,26.55,24.426,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,161.92,AG-22KT-YELLOW,0,26.55,0,0,,
